,desc,desc,desc,desc,desc,MH,MH,MH,MH,MH,MH,MH,EQ,EQ,EQ,EQ,EQ,EQ,EQ,FU,FU,FU,FU,FU,FU,FU,PU,PU,PU,PU,PU,PU,PU,CF,CF,CF,CF,CF,CF,CF,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc,Cyc
,full_name,wbinc,GDP,length,infra_value,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100,perc_0,perc_20,perc_40,perc_50,perc_60,perc_80,perc_100
KHM,Cambodia,LMC,22158209503.0,75782.391507839,43661440442.27093,21290199.20988857,25932014.241285365,29999953.752200034,30689300.95993731,35262817.706756964,49342957.05556789,74979862.19103573,0.0,0.0,0.0,0.0,0.0,393.8410419904092,952.253709402216,9845328.428335227,12901670.651380459,15585442.729568738,16014542.650104849,18985440.388819963,28200902.955726895,44954455.00024083,11342961.373561053,12903677.9411051,14278973.47032744,14515384.195257993,16112187.793577721,20937506.298255008,29793753.990353383,93979.47251384261,99029.57624569385,103793.14228057617,104691.71580522251,109636.66977349148,124763.059664295,151072.68382098092,7929.935478444297,27636.072554113147,31744.410023279102,54682.39876924805,55552.854585791254,79390.90087970566,79628.26291113519
KIR,Kiribati,LMC,196150061.3,626.7200459750873,26252951.814997043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNA,Saint Kitts and Nevis,HIC,945854481.5,792.6743101797654,751900540.4817729,5228.439127409408,7214.9261640304485,10613.258512418604,12510.340782622141,15367.159992386742,22297.01710862581,37481.01407877873,122.20415064189947,262.49355891882004,649.692895521952,744.2677751256537,929.5798609180182,1941.6348252429937,4053.3098287068538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5009.53354033798,6849.860293588445,9839.68420318168,11622.622010135994,14282.169944102636,20183.664109645462,33223.37010359199,96.7014364295281,102.57231152318404,123.88141371497231,143.45099736049212,155.41018736608757,171.7181737373541,204.33414647988715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOR,South Korea,HIC,1530000000000.0,215575.78255599164,623935561737.0436,8237075.317511017,18976422.58529006,34413747.75539587,44164108.22961232,57627988.16375061,96001577.59574223,174395861.7262681,9696.044375437219,23159.238739778375,53830.25787764599,67796.00882861599,84737.62927193998,229612.81571547,1745385.1362383112,232752.9247760456,613798.3025618411,1123297.717326005,1316324.192585868,1803378.4966547561,3481667.2191546853,6949555.427467782,6027101.358812841,13317103.295413606,24806127.816808455,30745748.573923502,40238719.1626032,63964939.74681213,110613196.07420252,1605001.3285728632,3812583.7133980966,6861352.778484144,8820798.440606778,11500725.160203826,17766363.99973486,31226005.93396409,362523.66097383143,1209778.035176738,1569139.1848996165,3213441.013667556,4000427.7150168912,10558993.814325087,23861719.154395394
KWT,Kuwait,HIC,174000000000.0,22827.872117394916,22683711200.32683,280646.5942901411,561154.3150379986,1062932.0572747844,1357593.5065014176,1730467.0850982228,2614961.6434188792,4279041.061054939,1322.446750536632,5548.796493764262,12700.759696787218,17739.747687626466,22021.316776634372,104219.16214209437,228223.5738585141,139272.84138892457,307773.10433893563,570517.5638377961,693883.84607192,899650.1722129665,1390356.9115505205,2318330.2653394975,48871.86233140774,109411.6533561562,202742.71323848265,249163.81845834263,325598.4922724523,502898.0282109689,844484.2536613569,91179.44381927216,138420.76084914245,276971.0205017183,396806.09428352845,483197.1038361698,617487.5415152955,888002.9681955709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAO,Laos,LMC,16853079615.0,47872.54654761545,30638416898.71383,19159302.753135026,29998012.48246615,40301502.56038294,43801745.467922986,55620677.64719846,89201606.23533925,154652280.8179138,414208.56023759244,1073687.2294029589,1678166.1030420656,1957994.952366914,2531498.064335285,4528231.139142933,7640575.66984289,7673157.358346155,12971320.529750956,18165917.080132876,19963241.322246753,25871600.712738696,42262615.37148055,75125840.40985702,11041773.597983018,15850761.896194072,20336296.91930385,21673290.73116729,27005611.960394256,42107384.94920215,71577972.21744984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30163.236568261178,102242.82711816346,121122.457904153,207218.4621420316,211966.9097302184,303374.77551361365,307892.5207640556
LBN,Lebanon,UMC,51844487742.0,20786.52386302827,51466527437.39971,151295.167519955,341164.37817574566,598735.9983951977,746322.8612710235,973343.606297973,1601760.7916482887,2887721.1088567134,48699.186137300516,105495.060450386,175496.8534811337,215811.41462689213,271617.69190677186,521769.06251222384,1062670.2300428606,25738.028867597157,66006.81824320395,115466.61861286104,141282.56526175156,191453.97683484998,305229.4068531836,530972.7954908536,71215.64605006871,158479.39511389547,286966.4725923732,362075.2605108447,475467.82631083706,724248.1505468728,1212725.5069139136,5642.30646498858,11183.104368260272,20806.053708829786,27153.62087153508,34804.111245514054,50514.171736008444,81352.57640908583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBR,Liberia,LIC,2158000000.0,27625.264620500675,25420866207.216484,4227928.597521966,5247268.663945896,6061202.383532943,6359097.243533776,7307266.267431143,10548964.678320777,16233297.457436591,0.0,0.1956544173936501,7.823154462291734,11.742269054716495,18.914075754999306,680.4011702596205,2065.4215778468247,902003.5388068253,1173137.7073966872,1407346.0556784773,1500529.5585733848,1762159.646258356,2732892.912222239,4436330.6023112945,3321384.6826516576,4069578.733024368,4649265.420695935,4853960.761686125,5540476.176718447,7810734.010249676,11790200.096751748,4540.376063483899,4552.027870422713,4583.084004068593,4595.181005211922,4611.530378584566,4657.354678600854,4701.3367957019145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBY,Libya,UMC,87140405361.0,87268.33575396483,233415044369.5149,1188650.6116070894,2114011.6462696767,3284397.1968716336,3709224.2116601453,4777536.510265185,7488918.411991631,12572017.998036997,7365.822027516784,18130.899860682657,29195.913356894773,35386.7307901646,45835.98742850151,83336.2568601111,177985.66077803497,337820.7728690067,629305.1055369121,960928.2407729791,1051388.5753344991,1373127.143510078,2219123.1663986812,3821130.6733276015,127043.00319134931,219591.23016592965,321687.81438605103,351163.8675915095,454451.50426301645,721865.5847770518,1232427.3987979179,716421.0135192166,1246984.4107061522,1972585.2283557085,2271285.0379439723,2904121.8750635884,4464593.4039557865,7340474.265133443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCA,Saint Lucia,UMC,1712306556.0,1381.0924172350856,913193077.4390827,83909.3083117738,127038.16020249524,197205.69575688159,239105.50785412177,290329.90042132913,420347.9044488032,688301.1071050168,2119.950028947267,4772.836400620946,7156.659686925446,8794.600291635015,11057.50154216136,18903.841278717802,31204.940701580654,662.0582483296255,741.6605014623702,1005.3067298222304,1239.7334294536831,1389.461163767872,1612.2832498650475,2057.098019169848,74600.44602487076,111492.99360304145,173955.7680174415,209842.72811770157,255581.4312464554,368906.5527610314,609094.0819509444,6180.739036040923,8799.75101028429,13703.501428351485,16805.641200234873,19878.70165384788,27464.07742333667,42483.836697469655,346.11497358522973,1230.9186870861868,1384.459894340919,2422.804815096608,2422.804815096608,3461.149735852297,3461.149735852297
LIE,Liechtenstein,HIC,6657170923.0,1328.707624590025,1975649005.1570816,79278.49758691971,154785.86603737753,287034.3838463757,377428.5056399398,481961.2975653617,711871.7595320428,1159843.152354814,13353.002311232662,31436.793318535147,49772.091193069406,60601.67503695658,77484.73779426266,133702.59807446558,242010.9063458083,35735.03415411597,63483.4312519742,123261.3004952217,168741.00105790218,213378.59330744797,295310.88930592977,459652.9868631056,30190.461121571072,59865.64146686819,114000.99215808458,148085.82954508107,191097.96646365107,282858.2721516474,458179.2591459002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LKA,Sri Lanka,LMC,87174682200.0,111123.890541383,78112398183.64503,12146668.246949835,19693391.36704781,25014451.764030606,28381315.820163313,35798671.90577947,59142842.28532672,103351786.85095263,0.0,0.0,0.0,0.0,0.0,5277.076064911424,15207.701603993379,1858533.7696030878,3136005.145997182,3996616.057025351,4499319.871726808,5706583.401142093,9668272.06169526,16908813.402133565,10240077.308688374,16455131.500730664,20887963.361197412,23716050.82424853,29893018.148368273,49144012.189521305,85918215.51541056,39815.1550605689,73803.72126961377,96293.21208791486,109162.64163241311,140303.4773740803,240593.0387806517,418982.3714436086,8242.01359780331,28450.99905034998,33579.13371992764,56782.48255556327,58766.87889503287,84687.91926459545,90567.86036089172
LSO,Lesotho,LMC,2788022889.0,21492.732698856045,5431235719.159845,237378.5546085404,387141.5716668428,509992.4093407344,573662.072033442,729336.4520828224,1285197.547405859,2325003.222374137,0.0,95.84137899557889,550.9192693631657,781.130977797631,1102.4918474563528,7854.549154549677,20557.630483531786,65240.927752469295,124247.49583278621,169376.77466899005,188130.43375016132,243560.81929586074,445233.62524472777,814642.5207151927,172137.62685607112,262798.23445506097,340064.7154023812,384750.507305483,484673.14093950536,832109.3730065817,1489803.0711754127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,Lithuania,HIC,48516371721.0,92787.97169643671,377743290941.4525,633318.8922661282,1243289.368340183,2361031.52452726,3051597.2037405563,3903927.4862772063,5742069.424820741,9315589.067147259,0.0,0.0,0.0,0.0,0.0,196.34912098820791,5664.7409939242025,325459.4451729963,640695.6235190171,1213488.6470219584,1570472.1985582756,2007955.79906989,2962423.5801274236,4858017.363994964,286870.9765751675,571588.606549747,1084974.285239529,1389259.9582228789,1783921.5076942367,2638686.7131896336,4250972.0660986435,20988.47051796428,31005.138271418968,62568.5922657726,91865.04695940175,112050.1795130798,140762.7823826956,200934.89605972532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUX,Luxembourg,HIC,66327344189.0,9150.84110752394,78713388330.7297,195304.93830321037,456755.13569648034,846681.2700797742,1015775.7399888585,1345769.8441351147,2175360.934923916,3707064.6214479534,0.0,0.0,215.96858398906153,280.17135263525716,333.90036719993157,541.987769357127,19824.3045562589,57607.2111723562,145137.98123973678,265622.11342285725,303011.26805375004,405394.2123897842,679281.1497520116,1160969.4920901358,137697.72713085418,311617.15445674356,580843.1880729279,712484.3005824732,940041.7313781305,1495537.7974025472,2526270.8248015586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LVA,Latvia,HIC,35596016664.0,81678.78014392288,657645863856.1698,1070348.9221801122,2156773.1569599747,4076630.3514086045,5245402.3600596,6760622.213350287,10020527.634136477,16289623.69778249,0.0,0.0,0.0,0.0,0.0,0.1173574323398201,2607.99697723399,764282.7225574931,1509175.8873244938,2857591.791318,3674437.9645344904,4702850.773037239,6927321.373399141,11159240.74553921,282170.69040505565,605893.8120907308,1137516.3930260132,1458732.051036611,1915829.4595846555,2896903.1276060464,4824991.6751714405,23895.50921756338,41703.457544749894,81522.16706459128,112232.34448849896,141941.98072839275,196303.01577385768,302783.28009460587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,Saint-Martin,HIC,600000000.0,415.5540505009596,282214018.63377756,10475.274279964626,21499.36496435907,37313.772605681545,47488.93203347492,60166.7239776326,92800.57597611933,152010.4207182899,4465.164291812008,9452.976012925292,14517.357702357485,17881.27702510444,22062.510646031085,37027.22095404746,61275.39099506948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.109988152619,12046.388951433775,22796.414903324057,29607.655008370486,38104.21333160152,55773.355022071875,90735.02972322045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,Morocco,LMC,110000000000.0,144670.73699032838,254303686817.8538,1419401.7553805255,3468759.464327885,6087612.161929024,7306343.13494834,9661633.963058554,16045830.886786785,29151111.55212467,352559.20069998736,765556.4583567041,1218140.203763549,1484247.419118512,1848876.0196655514,3156019.1717435457,6042351.505606457,696930.0712643787,1614192.4987836864,2940668.5297558033,3563999.330339301,4695235.518077059,7497050.91333863,13301847.774229491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369912.48341615935,1089010.5071874943,1928803.428409672,2258096.3854905274,3117522.4253159445,5392760.801704608,9806912.272288725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCO,Monaco,HIC,6919241412.0,141.59568987315134,183226802.8503151,91.53918667154892,188.22324889039356,353.8610946990969,448.05419878334123,575.9489130460628,857.7205113984633,1401.7142786844643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.41898882099595,158.6549718996194,293.6294193475199,359.6622596310269,470.3479237932979,728.6526356450839,1225.7126299298561,21.120197850552973,29.56827699077417,60.231675351576996,88.3919391523143,105.60098925276489,129.0678757533793,176.00164875460814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDA,Moldova,LMC,8128493432.0,44022.67703627897,139547006129.84238,2809775.9803676074,4327275.726190781,9367331.755792802,13375211.527265992,17030083.67332103,21897732.97561709,33933645.01509765,0.0,0.0,254.2627536741336,321.5584250908447,384.17773667970266,1079.051833687806,11549.809537789228,1567964.002045085,2387738.9003602066,5135221.120101411,7387443.645009537,9349077.58897838,11940010.66263832,18443893.830468677,1241811.9783225227,1939536.8258305744,4231856.3729377175,5987446.323831363,7680621.906605972,9956643.26114508,15478201.37509118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDG,Madagascar,LIC,11499803807.0,57381.62455269931,61084842267.53369,10348588.947492799,17047268.31662843,23015256.272102717,27478691.62928205,35117760.500944614,56766647.02238696,99014823.78492527,0.0,7.867659551838974,22.89488321477211,33.48339162788712,46.59869642092622,4888.392307660812,13781.131782730288,3018261.388400496,3905858.9888317063,4878255.612077687,5554813.075371948,6626001.0434797015,10522860.038592406,17804632.73647443,3155834.7014425853,4442839.422783872,5669348.277663799,6472963.164896523,7937425.782502233,12072298.100373922,20079554.566360556,4082804.303764451,8376600.6430241605,12094453.298207108,14767636.436978618,19797700.309937358,32507186.30213554,57812910.9633769,91688.55388526573,321961.39432913787,373176.1892709086,683245.4686433321,756586.7663289036,1659414.1889774282,3303944.3869306617
MDV,Maldives,UMC,4597083304.0,1126.5685474727834,567044686.4295725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,Mexico,UMC,1310000000000.0,943010.2381557333,2382296071302.99,78287423.23154637,127156769.48818961,188324959.6803624,219705432.76845872,269973893.91864717,416477281.3352084,716886991.995109,13792658.744965047,29848278.52785575,47375536.09241633,56264460.7684236,70904156.4995083,117370405.90060925,202803747.43610582,14893345.350135347,25144040.488079347,39130628.29711159,45190630.21671175,56455532.78198237,88626567.46667013,156736355.4254253,38230761.295602165,53970460.627844036,76116336.08031878,86730041.06902944,105036082.62269515,154540605.22135192,261148495.47217298,9667712.870814268,13383561.80703651,18774671.011615682,21469923.82301854,25661280.158225212,36986655.2704112,61132086.01735658,1702944.970029545,4810428.037373973,6927788.198900022,10050376.89127542,11916841.856236113,18953047.47616596,35066307.64404825
MHL,Marshall Islands,UMC,199399247.1,211.5815382055125,7212445.2764985915,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,46818.279633723265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKD,Macedonia,UMC,11362272838.0,20709.08398429715,25897424598.38341,1975217.9645164218,2832298.8501051804,5223584.865393344,6870580.901713859,8821036.141820822,12425448.05721752,21928958.179480296,293258.2681465484,495043.71794894576,1014527.548415607,1227506.6803811814,1401690.5186065913,2508327.8040874014,5192327.873422018,479690.6137020373,720348.6974006989,1355922.3741693564,1844811.3629393121,2494988.9199597877,3478266.1819264367,6095784.176416867,1202269.082667836,1616906.434755536,2853134.9428083813,3798262.858393366,4924356.703254442,6438854.071203683,10640846.12964141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLI,Mali,LIC,15288163367.0,140641.9998046294,53934781661.12799,17650626.003285702,23767386.64083864,28332325.685480267,30399990.073110472,36535503.49099172,55301700.73158629,91317040.61523336,0.0,0.0,0.0,0.0,0.0,182.6728188892211,1375.2980394743438,13680921.168433929,19150631.04848784,23224735.25692416,25049234.317832757,30524479.07308594,47348280.278518274,79758644.31176324,3969704.834851772,4616755.592350803,5107590.428556108,5350755.755277717,6011024.417905777,7953237.780249123,11557021.005430631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLT,Malta,HIC,12537750732.0,3160.6358681377396,2526780285.395942,6308.168355934582,15183.117783345097,27823.70174183175,33377.84549027619,44200.46033618285,70627.2498889443,121087.00484594,0.0,26.366606553339054,49.88498671783087,71.27068153456335,83.8229457430759,494.80583598726065,953.5599049348441,1338.9512832037578,3444.8702683348856,6233.634959197534,7105.387693467102,9459.008811316759,15648.295373680137,27142.02725692292,4021.3767978898645,10384.904523679528,18837.081752851427,22234.300039088284,29918.42720491821,48691.79144413769,85092.74872707423,947.84027484096,1326.9763847773438,2703.100043064959,3966.88707618624,4739.201374204799,5792.3572351392,7898.668957007999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMR,Myanmar,LMC,69322122756.0,175928.02642555436,858085823658.3684,93257381.76226099,163055155.1675,249055203.3120193,293012477.9441179,363911793.1791111,583102622.1129801,981811511.5439003,27436923.18976146,58863551.86060097,97145509.41288055,115326962.00473948,137924389.04877573,235427755.04159722,398523054.4342936,12383785.719032984,21782436.63241372,32955925.384044647,38324080.306184925,49905227.879915304,80428153.35684443,139974002.28623992,23872228.49472877,36488432.09819796,50999164.19337116,58284902.13773556,73659651.78090924,114170112.03321998,191270521.8330379,29540692.804512013,45840596.5111559,67857508.87496012,80912789.00986452,102252595.83084336,152831332.7749146,251778561.04994068,23751.554225752876,80138.06513141336,97095.44676280624,163744.48559343547,169928.63866746536,245268.9064038781,265371.94038812525
MNE,Montenegro,UMC,4774086094.0,15637.090475091709,24101885913.071594,656723.0233161706,1008632.6436263449,1989823.9721288884,2716716.469089787,3307652.2448018184,4453198.310327707,7205755.867383673,247896.59928656378,379852.5577924471,643650.0075560625,779298.1485544959,842578.3236168219,1279384.9109671926,2258556.9203883642,80568.10652852763,119744.97614762852,256155.58287681342,368389.7096960556,460581.5588480602,584367.7842543722,887725.8704689329,300568.49053488864,459759.5337500069,976815.9202946118,1400464.929944343,1773000.2875622732,2274540.7646772643,3527022.7353785583,27689.82696619053,49275.575936262205,113202.46140140032,168563.68089489275,231492.07477466302,314904.85042887775,532450.3411478166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MNG,Mongolia,LMC,12582122604.0,170231.03635960695,246745152644.54233,8375802.510894605,10636442.172670858,12883650.068379171,13379043.62908487,15636278.645923566,22637757.803066306,35046052.5090948,69189.86072843816,129531.58083861021,208907.25113423768,234676.43568317546,326363.94856430974,516833.78480426245,834483.882799333,3643366.0261457954,5133583.305967459,6620359.950949949,6958011.408167847,8424025.479356222,13096616.536066215,21389014.390185073,4663246.624020372,5373327.285864788,6054382.866294986,6186355.785233848,6885889.218003035,9024307.482195826,12822554.236110387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOZ,Mozambique,LIC,16961117243.0,177873.57598724,249945646613.65805,9687055.807726763,15640497.262640532,21121622.405222602,24433258.876194842,31050648.73691311,49448275.598306395,85020070.0684241,409077.4641379799,950243.3490806826,1560568.8664872884,1793304.4298998092,2291170.0526102846,4093094.63125037,7106030.990496197,3825980.689964243,6963173.254993679,9881051.374794222,11739878.34008105,15499657.998059744,25317634.47017861,45273293.18168886,4717332.018447792,5890944.775469894,7067676.291663362,7801808.214779126,9174292.116342844,12897255.963782424,20149878.6579658,688279.4384243379,1671111.971727083,2423503.817965369,2777995.2037142,3755071.767813041,6664266.26246969,11983308.373379553,46386.196752409734,165023.9113691951,188822.05431235852,320272.68772065704,330456.8020871983,476024.27062530135,507558.8648936919
MRT,Mauritania,LMC,5724227185.0,26843.609728518048,186581324279.4931,2572189.793696274,6287058.503163822,9121479.762505502,10261536.334705533,13728766.97146057,24749548.762144215,44651083.4119118,0.0,0.0,0.0,0.0,0.0,150.78139121959967,312.86581029681,2263657.3475491395,5433260.516657313,7842628.478109108,8826462.405315533,11788202.18216645,21188673.0617872,38261977.424404874,56651.39366281676,88663.95209116406,114870.92730777827,128822.6785039247,162070.93257127775,256924.71929464792,432403.807565045,251881.05248431762,765134.0344153445,1163980.3570886147,1306251.2508860757,1778493.856722843,3303800.199671151,5956389.314131578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSR,Montserrat,UMC,0.0,183.81642032880416,35702798.05931406,2484.4743823455906,2780.655485463927,3647.6696956478304,4401.971029913818,5141.039274313913,6222.3277509688405,8830.572073976975,78.98339068341153,99.70764610702976,184.39609861542257,228.75121162299442,253.4929139169182,360.7944757601929,540.5896774583566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.046332898355,2661.000211257632,3441.5003765304305,4149.770033337376,4863.072008278759,5835.661786047521,8261.316633271708,19.44465876382419,19.947628099265273,21.773220501977345,23.449784953447615,24.474352118235004,25.8714891611269,28.665763246910686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTQ,Martinique,UMC,9600000000.0,4550.07016846699,1431104135.082946,450848.5402194725,756844.8778005299,1144974.4304625827,1337579.7691277023,1665644.382237872,2637491.647569897,4516034.459311689,73873.11668401946,171584.8681676238,269567.02095656464,325940.51193078223,419828.77485996083,735010.0087391268,1262338.9246489229,11132.60473489249,16833.579852784245,24194.990399097067,26928.402235102523,32133.533191795857,48976.04438920701,82493.74603619472,343426.72314410994,543336.4080667996,821792.3128126236,949982.8789396385,1176529.2278505776,1811106.3749760757,3121642.2240558024,21833.40716056275,23057.422974004567,27089.35231074586,30688.036043096457,33074.02686432255,36572.33450660888,43732.67961189007,582.6884958878708,2032.598739317748,2330.753983551484,4039.939979082431,4078.819471215097,5826.884958878709,5826.884958878709
MUS,Mauritius,UMC,13338147523.0,5709.746828460195,7191098685.327382,16392.508942933444,31882.124746594724,58514.0536445953,75182.46028701216,107180.02734844177,169952.48082620138,326172.9871565001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16392.508942933444,31882.124746594724,58514.0536445953,75182.46028701216,107180.02734844177,169952.48082620138,326172.9871565001
MWI,Malawi,LIC,8003300198.0,90263.84659258452,57132124393.94517,4705657.9319455605,6696592.257244454,8876577.78717229,10073994.589563815,12051510.209159384,18109194.116818387,28749980.902993,605352.2291732078,1365385.7267471561,2214707.8197138486,2595324.903268474,3185569.118236603,5525829.8578275405,9178072.942341834,2251294.3265233166,2960346.3360039108,3758417.7112479806,4235964.323561045,5031666.514845071,7179014.66647661,11087702.438305395,1847259.7609683697,2364357.845979241,2896271.546447273,3230527.30662122,3821707.365944126,5386186.783641629,8464366.054332122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.6152806661146,6502.348514146215,7180.709763188769,12178.056113075698,12567.210133583265,18162.80887260692,19839.46801365196
MYS,Malaysia,UMC,338000000000.0,160971.48046614122,175308590511.40833,26627017.60687939,55571673.516396366,86337962.32973182,99306046.69796069,132977354.24897371,223486853.24762318,399463472.5008776,897379.2432066627,2428082.865286139,3725739.7492308803,4373060.2166809235,5733147.229465079,10389105.686611503,17871467.446258668,3090365.9997859206,7338787.513387017,11766510.051236596,13519727.402651366,18556559.294735886,31949694.836048447,59475005.58799734,22352437.370067228,45228004.85086707,69936808.66581076,80339837.94052804,107254956.8786852,178838378.13811845,318101572.9222396,285456.238784756,572343.8194458793,903355.1139537183,1063996.3075567975,1422980.3470774435,2295761.8630917533,4001189.269226133,1378.7550348228403,4454.467410259504,5548.749499861479,9424.830543575414,9710.499010094087,13912.723753010836,14237.275155829975
MYT,Mayotte,UMC,2600000000.0,1011.1242311548936,325930500.30141234,9290.936978220314,14724.097774258136,19366.891456585403,21887.99884221211,27910.35428499076,45262.6934462222,78618.58427587907,224.14713338403544,646.6294549140665,1317.5429580745488,1448.2290008978064,2001.9148582583884,4510.4337754308735,9473.364978962085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4297.591484141823,6579.395357076758,8474.493563494556,10014.861585541019,12930.950596029385,19747.825767842827,33798.737287803364,4769.198360694456,7498.072962267312,9574.854935016298,10424.908255773285,12977.488830702987,21004.433902948498,35346.48200911362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,Namibia,UMC,13244597345.0,103706.45580939909,327261233173.8664,1505881.2986188363,1827863.2714517314,2094179.511310717,2187156.1960574975,2479322.895383838,3413425.3410587683,5133148.074205222,0.0,0.0,13.680078063140787,18.217728093740202,24.362553137455212,813.6297966107651,7900.190572878784,1173117.0022691847,1436969.9295462742,1650074.1321465888,1724474.0847137498,1961434.8086721988,2717454.249387383,4136967.85607962,321287.04821810394,378231.7310227771,429831.21388146875,447813.53144111426,501755.22694738506,675176.8979275399,962700.2475410287,11477.248131547689,12661.610882680214,14260.485204596496,14850.362174539627,16108.497211117014,19980.56394723496,25579.780011693605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL,New Caledonia,HIC,2682347064.0,5811.803531923733,7119885817.479144,544287.8674066538,1006347.3964903475,1853148.6336866876,2351271.2777292808,2861159.25095558,4436715.2227363475,7674887.976520779,264268.7722815678,430657.2830779857,765839.304547827,937271.0906138575,1048935.5013609582,1738233.075624974,3167491.263971726,32390.813253636086,72966.9250199583,135445.7006399674,168073.24452999115,222372.2868310088,344293.75999487174,612229.8138483452,219620.2599852037,440906.80830946594,846757.0961502031,1094420.8130502533,1404549.9512823983,2090582.0567694018,3504027.353252165,22207.69356610225,42768.57461503944,81903.30784233741,111795.3958880199,144695.8579771761,205595.9543744441,333110.7792367445,5800.32832014397,19047.80546789814,23203.22450635277,39710.73364715952,40605.65350403833,58010.37597265616,58028.76621179826
NER,Niger,LIC,8229732168.0,61624.31053013986,25302494623.24363,6921127.1803058,11148706.505114695,14645841.648469213,16632816.696614401,21197081.646148294,34034419.47841144,58743391.0722242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561115.624832063,10603936.920326373,13955710.396297717,15857973.00606408,20223080.854893103,32512935.077567056,56181290.44145456,360011.55547373736,544769.5847883221,690131.2521714957,774843.6905503211,974000.7912551907,1521484.4008443886,2562100.630769641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
